epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,394.81,3.41552,3.10568,3.41374,0.05324,0.05155,0.02879,0.0068,2.95088,3.3608,3.26452,0.001604,0.001604,0.001604
22,413.876,3.21452,3.0278,3.2149,0.11483,0.05155,0.04332,0.00971,2.94895,3.37479,3.23994,0.0015842,0.0015842,0.0015842
23,432.265,3.24112,2.84838,3.28068,0.11483,0.05155,0.04332,0.00971,2.94895,3.37479,3.23994,0.0015644,0.0015644,0.0015644
24,450.02,3.25009,2.94154,3.23846,0.16822,0.08247,0.06892,0.01495,2.8821,3.48771,3.3252,0.0015446,0.0015446,0.0015446
25,470.152,3.16082,2.89409,3.25815,0.11657,0.17526,0.08119,0.01873,2.7878,3.49096,3.11251,0.0015248,0.0015248,0.0015248
26,489.899,3.12305,2.95815,3.23966,0.12511,0.17526,0.0894,0.0209,2.75433,3.47368,3.07503,0.001505,0.001505,0.001505
27,509.908,3.05179,2.92139,3.23621,0.12511,0.17526,0.0894,0.0209,2.75433,3.47368,3.07503,0.0014852,0.0014852,0.0014852
28,528.402,3.19099,2.7703,3.15911,0.15107,0.19588,0.09041,0.0269,2.70407,3.38559,3.0642,0.0014654,0.0014654,0.0014654
29,548.047,3.3392,3.83852,3.20554,0.15476,0.2268,0.10257,0.03548,2.68255,3.60184,3.14584,0.0014456,0.0014456,0.0014456
30,565.317,3.12696,2.75561,3.14779,0.20872,0.17526,0.12471,0.0394,2.60397,3.07439,3.09047,0.0014258,0.0014258,0.0014258
31,583.242,3.0764,2.75332,3.11528,0.20872,0.17526,0.12471,0.0394,2.60397,3.07439,3.09047,0.001406,0.001406,0.001406
32,599.384,3.11702,2.80227,3.07,0.24763,0.12371,0.09569,0.03347,2.60881,3.01158,3.07928,0.0013862,0.0013862,0.0013862
33,617.041,3.04133,2.7977,3.10316,0.27872,0.11957,0.11122,0.03116,2.59334,2.97944,3.0278,0.0013664,0.0013664,0.0013664
34,635.507,2.99836,2.83086,3.08977,0.28228,0.20619,0.17069,0.05257,2.55818,2.95262,2.9843,0.0013466,0.0013466,0.0013466
35,654.005,3.09752,2.74758,3.03816,0.28228,0.20619,0.17069,0.05257,2.55818,2.95262,2.9843,0.0013268,0.0013268,0.0013268
36,669.982,2.97832,3.08634,3.00703,0.18776,0.23711,0.11931,0.03284,2.63633,2.98542,2.99829,0.001307,0.001307,0.001307
37,688.628,2.94077,2.78272,2.94842,0.21399,0.27835,0.14845,0.04171,2.63262,3.22369,2.93474,0.0012872,0.0012872,0.0012872
38,707.592,2.92799,2.75538,3.01743,0.23543,0.31959,0.17017,0.04998,2.5656,3.39159,2.85725,0.0012674,0.0012674,0.0012674
39,726.622,2.97356,2.7259,2.96921,0.23543,0.31959,0.17017,0.04998,2.5656,3.39159,2.85725,0.0012476,0.0012476,0.0012476
40,746.977,2.93337,2.63459,2.93601,0.2105,0.3299,0.15245,0.04688,2.48077,3.21637,2.80297,0.0012278,0.0012278,0.0012278
41,766.698,2.98512,2.75999,3.02679,0.23709,0.25773,0.16931,0.05339,2.42905,2.97876,2.77534,0.001208,0.001208,0.001208
42,784.126,2.86461,2.67554,2.9663,0.23658,0.31959,0.20092,0.05816,2.42611,2.72502,2.80532,0.0011882,0.0011882,0.0011882
43,802.882,2.95648,2.70709,2.97439,0.23658,0.31959,0.20092,0.05816,2.42611,2.72502,2.80532,0.0011684,0.0011684,0.0011684
44,821.883,2.95116,2.68204,2.96321,0.26439,0.26804,0.21738,0.06713,2.4252,2.73214,2.83149,0.0011486,0.0011486,0.0011486
45,840.404,2.85936,2.63637,2.9016,0.21758,0.28866,0.20939,0.06971,2.37692,2.84043,2.78408,0.0011288,0.0011288,0.0011288
46,860.834,2.89209,2.8248,2.98403,0.26231,0.30928,0.20683,0.06871,2.37356,2.94691,2.74207,0.001109,0.001109,0.001109
47,880.153,2.85824,2.71245,2.91121,0.26231,0.30928,0.20683,0.06871,2.37356,2.94691,2.74207,0.0010892,0.0010892,0.0010892
48,900.445,2.75328,2.82466,2.8497,0.25645,0.30928,0.19864,0.06228,2.34876,2.9254,2.71661,0.0010694,0.0010694,0.0010694
49,919.58,2.78285,2.84577,2.77085,0.28433,0.25773,0.20867,0.06401,2.38917,2.82963,2.71913,0.0010496,0.0010496,0.0010496
50,938.247,2.81662,2.57868,2.88071,0.25115,0.25773,0.21227,0.06902,2.29728,2.68876,2.66854,0.0010298,0.0010298,0.0010298
51,956.395,2.75208,2.73724,2.89125,0.25115,0.25773,0.21227,0.06902,2.29728,2.68876,2.66854,0.00101,0.00101,0.00101
52,976.723,2.83369,2.56671,2.81159,0.26141,0.25773,0.17828,0.05921,2.27903,2.60694,2.67424,0.0009902,0.0009902,0.0009902
53,994.867,2.7208,2.7175,2.82809,0.20499,0.17544,0.17076,0.04994,2.30366,2.58566,2.69496,0.0009704,0.0009704,0.0009704
54,1015.55,2.87458,2.49837,2.72682,0.20773,0.24742,0.19844,0.05698,2.29114,2.56222,2.66296,0.0009506,0.0009506,0.0009506
55,1035.68,2.80614,2.52562,2.78196,0.20773,0.24742,0.19844,0.05698,2.29114,2.56222,2.66296,0.0009308,0.0009308,0.0009308
56,1055.76,2.66009,2.50165,2.74442,0.25137,0.35052,0.24007,0.08458,2.29104,2.48617,2.62342,0.000911,0.000911,0.000911
57,1074.39,2.76646,2.53456,2.7816,0.27408,0.36082,0.26009,0.09212,2.30809,2.42316,2.60338,0.0008912,0.0008912,0.0008912
58,1095.58,2.69599,2.72977,2.88572,0.28572,0.43299,0.27739,0.08408,2.36471,2.43019,2.60595,0.0008714,0.0008714,0.0008714
59,1114.84,2.78469,2.54904,2.79152,0.28572,0.43299,0.27739,0.08408,2.36471,2.43019,2.60595,0.0008516,0.0008516,0.0008516
60,1133.77,2.69625,2.66106,2.7628,0.26973,0.40206,0.27818,0.08113,2.38369,2.48068,2.60981,0.0008318,0.0008318,0.0008318
61,1153.39,2.68278,2.55401,2.67842,0.29831,0.37113,0.2802,0.0872,2.32393,2.48324,2.5571,0.000812,0.000812,0.000812
62,1173.26,2.77238,2.62185,2.70092,0.31589,0.35052,0.26719,0.09048,2.2747,2.4535,2.52102,0.0007922,0.0007922,0.0007922
63,1191.71,2.65604,2.49349,2.66197,0.31589,0.35052,0.26719,0.09048,2.2747,2.4535,2.52102,0.0007724,0.0007724,0.0007724
64,1213.1,2.71801,2.50958,2.74799,0.31792,0.38443,0.27916,0.10157,2.22843,2.54706,2.46387,0.0007526,0.0007526,0.0007526
65,1231.73,2.61514,2.50141,2.65395,0.29791,0.4112,0.30706,0.11519,2.21727,2.60591,2.45276,0.0007328,0.0007328,0.0007328
66,1251,2.66783,2.49122,2.66079,0.30433,0.37113,0.29319,0.10378,2.26079,2.63204,2.5209,0.000713,0.000713,0.000713
67,1270.62,2.51341,2.4906,2.56882,0.30433,0.37113,0.29319,0.10378,2.26079,2.63204,2.5209,0.0006932,0.0006932,0.0006932
68,1290.99,2.71242,2.41124,2.66401,0.30688,0.35052,0.31043,0.11139,2.23094,2.58192,2.5153,0.0006734,0.0006734,0.0006734
69,1310.19,2.60436,2.4884,2.6483,0.33907,0.37023,0.30183,0.11573,2.19639,2.46495,2.49828,0.0006536,0.0006536,0.0006536
70,1329.13,2.52327,2.54355,2.65355,0.28861,0.35052,0.29758,0.1244,2.16875,2.41867,2.462,0.0006338,0.0006338,0.0006338
71,1349.21,2.5427,2.32728,2.55657,0.28861,0.35052,0.29758,0.1244,2.16875,2.41867,2.462,0.000614,0.000614,0.000614
72,1367.64,2.53751,2.39555,2.63053,0.27633,0.37004,0.30895,0.12487,2.14214,2.47253,2.43024,0.0005942,0.0005942,0.0005942
73,1387.79,2.50956,2.43783,2.61236,0.27192,0.42268,0.3237,0.12707,2.12922,2.55735,2.41551,0.0005744,0.0005744,0.0005744
74,1406.87,2.5473,2.52558,2.67845,0.39839,0.34021,0.34944,0.1354,2.13243,2.49201,2.42691,0.0005546,0.0005546,0.0005546
75,1426.37,2.56776,2.41708,2.58206,0.39839,0.34021,0.34944,0.1354,2.13243,2.49201,2.42691,0.0005348,0.0005348,0.0005348
76,1445.62,2.63308,2.56417,2.76516,0.38847,0.3299,0.36168,0.14092,2.15203,2.38229,2.44752,0.000515,0.000515,0.000515
77,1464.83,2.46739,2.41986,2.55002,0.42587,0.36082,0.37659,0.1285,2.17777,2.32916,2.47218,0.0004952,0.0004952,0.0004952
78,1484.12,2.49365,2.40133,2.6112,0.39246,0.38144,0.37108,0.1334,2.18429,2.31058,2.48104,0.0004754,0.0004754,0.0004754
79,1502.25,2.53781,2.38729,2.61576,0.39246,0.38144,0.37108,0.1334,2.18429,2.31058,2.48104,0.0004556,0.0004556,0.0004556
80,1522.85,2.49257,2.43543,2.59359,0.41786,0.3922,0.36541,0.13595,2.18299,2.28424,2.47842,0.0004358,0.0004358,0.0004358
81,1543.18,2.57724,2.38685,2.58613,0.43556,0.39175,0.3912,0.14217,2.18332,2.23497,2.47514,0.000416,0.000416,0.000416
82,1563.78,2.57161,2.30093,2.52642,0.42063,0.39672,0.38851,0.14444,2.17469,2.22226,2.45924,0.0003962,0.0003962,0.0003962
83,1582.12,2.52168,2.48474,2.64612,0.42063,0.39672,0.38851,0.14444,2.17469,2.22226,2.45924,0.0003764,0.0003764,0.0003764
84,1603.22,2.57072,2.38537,2.56405,0.46165,0.37113,0.38565,0.14676,2.16182,2.22098,2.44059,0.0003566,0.0003566,0.0003566
85,1623.2,2.46861,2.40679,2.55621,0.45806,0.39175,0.37762,0.1447,2.12386,2.22107,2.39867,0.0003368,0.0003368,0.0003368
86,1643.63,2.47776,2.42895,2.54106,0.4627,0.39175,0.38387,0.14838,2.09159,2.24273,2.3754,0.000317,0.000317,0.000317
87,1663.37,2.50961,2.32206,2.51266,0.4627,0.39175,0.38387,0.14838,2.09159,2.24273,2.3754,0.0002972,0.0002972,0.0002972
88,1682.62,2.45198,2.27262,2.45416,0.44405,0.37113,0.37773,0.14935,2.07441,2.28597,2.36406,0.0002774,0.0002774,0.0002774
89,1700.15,2.3258,2.45148,2.47277,0.51618,0.36298,0.3936,0.15382,2.07803,2.30996,2.36056,0.0002576,0.0002576,0.0002576
90,1718.1,2.49819,2.37383,2.56844,0.52705,0.35052,0.40695,0.1566,2.10177,2.34056,2.3683,0.0002378,0.0002378,0.0002378
91,1775.09,2.32719,2.65691,2.47711,0.52705,0.35052,0.40695,0.1566,2.10177,2.34056,2.3683,0.000218,0.000218,0.000218
92,1791.25,2.28444,2.68831,2.41796,0.48901,0.35052,0.39224,0.14388,2.106,2.43932,2.36677,0.0001982,0.0001982,0.0001982
93,1808.66,2.34451,2.55465,2.41584,0.47445,0.40206,0.39487,0.1495,2.0947,2.52032,2.3557,0.0001784,0.0001784,0.0001784
94,1827.75,2.27079,2.56048,2.40908,0.45345,0.42268,0.39071,0.14838,2.08063,2.54586,2.34228,0.0001586,0.0001586,0.0001586
95,1845.04,2.25929,2.82395,2.37512,0.45345,0.42268,0.39071,0.14838,2.08063,2.54586,2.34228,0.0001388,0.0001388,0.0001388
96,1861.92,2.26209,2.53932,2.36826,0.43185,0.41237,0.38052,0.14523,2.07683,2.53834,2.33721,0.000119,0.000119,0.000119
97,1880.39,2.21485,2.40872,2.29489,0.48044,0.4004,0.37531,0.13881,2.07491,2.52822,2.33541,9.92e-05,9.92e-05,9.92e-05
98,1898.55,2.31106,2.41582,2.40979,0.46001,0.37113,0.37744,0.14553,2.07,2.46057,2.32514,7.94e-05,7.94e-05,7.94e-05
99,1916.43,2.29807,2.45171,2.37389,0.46001,0.37113,0.37744,0.14553,2.07,2.46057,2.32514,5.96e-05,5.96e-05,5.96e-05
100,1934.18,2.27075,2.65995,2.3383,0.46299,0.37113,0.38212,0.14782,2.06763,2.43541,2.3181,3.98e-05,3.98e-05,3.98e-05
