epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,844.876,3.06295,2.49237,2.79173,0.0916,0.024,0.02277,0.00768,3.52286,3.88239,5.14577,0.00195644,0.00195644,0.00195644
24,880.989,3.05433,2.50687,2.77258,0.07347,0.09278,0.02869,0.00829,2.83809,3.55649,3.40054,0.00195446,0.00195446,0.00195446
25,916.329,2.85916,2.5755,2.84251,0.07347,0.09278,0.02869,0.00829,2.83809,3.55649,3.40054,0.00195248,0.00195248,0.00195248
26,951.706,2.96409,2.38453,2.76779,0.08382,0.05155,0.02997,0.01079,2.64697,3.2114,3.358,0.0019505,0.0019505,0.0019505
27,986.112,2.76152,2.46604,2.82579,0.06759,0.16495,0.03879,0.01174,3.11229,4.30687,5.47856,0.00194852,0.00194852,0.00194852
28,1025.03,2.98791,2.45112,2.75757,0.06759,0.16495,0.03879,0.01174,3.11229,4.30687,5.47856,0.00194654,0.00194654,0.00194654
29,1061.6,2.76517,2.63575,2.69907,0.01227,0.02062,0.00247,0.00061,4.82387,163.746,28.373,0.00194456,0.00194456,0.00194456
30,1097.22,2.78909,2.40784,2.72925,0.00997,0.07216,0.02011,0.00335,4.6056,35.3284,11.859,0.00194258,0.00194258,0.00194258
31,1133.81,2.84411,2.3174,2.76092,0.00997,0.07216,0.02011,0.00335,4.6056,35.3284,11.859,0.0019406,0.0019406,0.0019406
32,1171.06,2.70049,2.4799,2.7277,0.07256,0.15464,0.04838,0.01301,3.21157,3.87528,3.59481,0.00193862,0.00193862,0.00193862
33,1205.36,2.76073,2.29916,2.67208,0.23107,0.15464,0.1284,0.04656,2.61846,2.53412,2.84502,0.00193664,0.00193664,0.00193664
34,1242.64,2.77958,2.34976,2.64649,0.27096,0.38144,0.22064,0.07086,2.37831,2.29548,2.7215,0.00193466,0.00193466,0.00193466
35,1274.54,2.58493,2.31536,2.74077,0.27096,0.38144,0.22064,0.07086,2.37831,2.29548,2.7215,0.00193268,0.00193268,0.00193268
36,1310.3,2.68244,2.24773,2.60414,0.19627,0.29897,0.17136,0.05945,2.62265,4.17132,2.99519,0.0019307,0.0019307,0.0019307
37,1344.18,2.57153,2.28897,2.72536,0.36767,0.28866,0.26152,0.09721,2.39624,2.67097,2.7541,0.00192872,0.00192872,0.00192872
38,1380.48,2.57802,2.28946,2.59775,0.36767,0.28866,0.26152,0.09721,2.39624,2.67097,2.7541,0.00192674,0.00192674,0.00192674
39,1418.55,2.52009,2.20875,2.52827,0.25744,0.34021,0.23049,0.08324,2.25631,2.26164,2.5186,0.00192476,0.00192476,0.00192476
40,1453.34,2.58033,2.27496,2.57966,0.28227,0.38518,0.24479,0.079,2.29488,2.18651,2.59044,0.00192278,0.00192278,0.00192278
41,1487.55,2.39952,2.15852,2.55461,0.28227,0.38518,0.24479,0.079,2.29488,2.18651,2.59044,0.0019208,0.0019208,0.0019208
42,1521.65,2.49101,2.12733,2.48711,0.46173,0.34021,0.33532,0.106,2.26709,2.06384,2.59298,0.00191882,0.00191882,0.00191882
43,1552.83,2.54667,2.06454,2.39144,0.34868,0.42268,0.31878,0.12555,2.20675,1.98461,2.49785,0.00191684,0.00191684,0.00191684
44,1585.36,2.41746,2.08788,2.48051,0.34868,0.42268,0.31878,0.12555,2.20675,1.98461,2.49785,0.00191486,0.00191486,0.00191486
45,1619.51,2.40231,2.05062,2.40367,0.34445,0.46392,0.30425,0.12086,2.19538,2.00474,2.47906,0.00191288,0.00191288,0.00191288
46,1653.32,2.53674,2.10198,2.35964,0.34049,0.42268,0.32923,0.13537,2.16025,2.0194,2.4268,0.0019109,0.0019109,0.0019109
47,1690.75,2.37924,2.04357,2.44627,0.34049,0.42268,0.32923,0.13537,2.16025,2.0194,2.4268,0.00190892,0.00190892,0.00190892
48,1729.31,2.28618,2.39475,2.36638,0.36066,0.46392,0.35223,0.12635,2.24979,2.00438,2.49195,0.00190694,0.00190694,0.00190694
49,1763.07,2.46832,1.97081,2.35009,0.386,0.46666,0.37207,0.13616,2.13655,1.97376,2.43311,0.00190496,0.00190496,0.00190496
50,1800.16,2.31568,2.04718,2.40566,0.39544,0.49903,0.40583,0.16107,2.0986,1.98085,2.41526,0.00190298,0.00190298,0.00190298
51,1835.02,2.36617,2.00699,2.38298,0.39544,0.49903,0.40583,0.16107,2.0986,1.98085,2.41526,0.001901,0.001901,0.001901
52,1868.3,2.32674,1.90643,2.34973,0.38044,0.50515,0.45538,0.19989,2.05594,1.88873,2.40591,0.00189902,0.00189902,0.00189902
53,1910.35,2.31628,1.88121,2.3537,0.3864,0.51546,0.43751,0.17904,2.15486,2.04868,2.47828,0.00189704,0.00189704,0.00189704
54,1945.67,2.37345,2.00455,2.34326,0.3864,0.51546,0.43751,0.17904,2.15486,2.04868,2.47828,0.00189506,0.00189506,0.00189506
55,1982.49,2.28495,1.85768,2.27713,0.3882,0.51546,0.41382,0.14943,2.10054,2.17622,2.39167,0.00189308,0.00189308,0.00189308
56,2019.86,2.34432,1.95997,2.38011,0.38892,0.4433,0.36822,0.13524,2.10256,1.98911,2.37196,0.0018911,0.0018911,0.0018911
57,2056.24,2.37572,1.92494,2.30089,0.38892,0.4433,0.36822,0.13524,2.10256,1.98911,2.37196,0.00188912,0.00188912,0.00188912
58,2091.88,2.35713,1.81155,2.24383,0.30332,0.56701,0.31714,0.11217,2.08519,1.98658,2.32402,0.00188714,0.00188714,0.00188714
59,2130.16,2.27119,1.77812,2.24492,0.34008,0.50515,0.32985,0.12102,2.05079,1.93827,2.31151,0.00188516,0.00188516,0.00188516
60,2163.31,2.25485,1.88172,2.21745,0.34008,0.50515,0.32985,0.12102,2.05079,1.93827,2.31151,0.00188318,0.00188318,0.00188318
61,2196.74,2.17844,1.74748,2.14402,0.46655,0.46887,0.44866,0.18223,2.00995,1.85897,2.24196,0.0018812,0.0018812,0.0018812
62,2234.36,2.25634,1.77265,2.18222,0.46226,0.47423,0.47645,0.15499,2.23193,1.75542,2.39829,0.00187922,0.00187922,0.00187922
63,2267.41,2.23162,1.83311,2.25504,0.46226,0.47423,0.47645,0.15499,2.23193,1.75542,2.39829,0.00187724,0.00187724,0.00187724
64,2301.96,2.14552,1.81823,2.23797,0.59581,0.47113,0.54196,0.21351,2.13584,1.68508,2.3561,0.00187526,0.00187526,0.00187526
65,2334.78,2.16474,1.78287,2.16484,0.62105,0.51546,0.56556,0.21942,2.08172,1.65904,2.33736,0.00187328,0.00187328,0.00187328
66,2367.47,2.21476,1.84371,2.23407,0.4882,0.52577,0.52623,0.17047,2.11153,1.7351,2.3531,0.0018713,0.0018713,0.0018713
67,2400.81,2.2738,1.8055,2.25695,0.4882,0.52577,0.52623,0.17047,2.11153,1.7351,2.3531,0.00186932,0.00186932,0.00186932
68,2435.55,2.12578,1.79057,2.2006,0.42792,0.46392,0.38896,0.13551,2.17589,1.95611,2.37958,0.00186734,0.00186734,0.00186734
69,2470.8,2.27371,1.88717,2.30952,0.51294,0.47774,0.51199,0.22806,1.96789,1.71935,2.232,0.00186536,0.00186536,0.00186536
70,2503.54,2.2232,2.05406,2.23146,0.51294,0.47774,0.51199,0.22806,1.96789,1.71935,2.232,0.00186338,0.00186338,0.00186338
71,2537.21,2.2552,1.83384,2.17,0.47245,0.5567,0.50681,0.20694,1.96269,1.73771,2.20387,0.0018614,0.0018614,0.0018614
72,2575.59,2.28513,1.91147,2.12958,0.4622,0.50515,0.51677,0.23783,1.89671,1.67782,2.16307,0.00185942,0.00185942,0.00185942
73,2610.61,2.02008,1.82115,2.1147,0.4622,0.50515,0.51677,0.23783,1.89671,1.67782,2.16307,0.00185744,0.00185744,0.00185744
74,2645.81,2.19076,1.76088,2.17845,0.15275,0.42007,0.17431,0.05514,2.35977,2.26017,2.49904,0.00185546,0.00185546,0.00185546
75,2682.04,2.33697,1.77522,2.27965,0.07162,0.43299,0.09938,0.02736,2.57426,3.48151,2.65777,0.00185348,0.00185348,0.00185348
76,2719.76,2.47148,1.91278,2.24782,0.07162,0.43299,0.09938,0.02736,2.57426,3.48151,2.65777,0.0018515,0.0018515,0.0018515
77,2757.61,2.19468,1.8697,2.25574,0.2214,0.50515,0.24181,0.09475,2.00719,2.03701,2.28104,0.00184952,0.00184952,0.00184952
78,2797.58,2.13809,1.93705,2.26606,0.41726,0.58319,0.42633,0.14816,2.03243,1.81164,2.21363,0.00184754,0.00184754,0.00184754
79,2835.48,2.11401,1.78746,2.18384,0.41726,0.58319,0.42633,0.14816,2.03243,1.81164,2.21363,0.00184556,0.00184556,0.00184556
80,2872.34,2.11175,1.82924,2.17085,0.45418,0.51546,0.41303,0.15199,2.0351,1.78967,2.22651,0.00184358,0.00184358,0.00184358
81,2908.32,2.16353,1.72442,2.13125,0.53925,0.57732,0.51784,0.21875,1.9456,1.6516,2.18207,0.0018416,0.0018416,0.0018416
82,2943.82,2.10133,1.73205,2.12986,0.43364,0.43299,0.49076,0.20647,1.96215,1.70057,2.22378,0.00183962,0.00183962,0.00183962
83,2977.78,2.11004,1.71955,2.11669,0.43364,0.43299,0.49076,0.20647,1.96215,1.70057,2.22378,0.00183764,0.00183764,0.00183764
84,3013.93,1.84898,3.35703,1.96983,0.42506,0.47423,0.41484,0.18416,1.88725,1.71666,2.18031,0.00183566,0.00183566,0.00183566
85,3050.87,2.082,1.66561,2.04698,0.3778,0.48454,0.38345,0.17039,1.81998,1.73892,2.15277,0.00183368,0.00183368,0.00183368
86,3082.5,2.02777,1.70695,2.07028,0.3778,0.48454,0.38345,0.17039,1.81998,1.73892,2.15277,0.0018317,0.0018317,0.0018317
87,3118.25,2.11509,1.69493,2.03393,0.54351,0.5567,0.5182,0.24427,1.81886,1.63761,2.11312,0.00182972,0.00182972,0.00182972
88,3152.49,2.00139,1.64226,1.95865,0.44984,0.63918,0.5195,0.2332,1.84199,1.72038,2.15128,0.00182774,0.00182774,0.00182774
89,3187.5,1.93063,1.74241,1.98002,0.44984,0.63918,0.5195,0.2332,1.84199,1.72038,2.15128,0.00182576,0.00182576,0.00182576
90,3221.67,2.02094,1.66124,2.06333,0.47088,0.54639,0.49807,0.21318,1.94015,1.82691,2.21999,0.00182378,0.00182378,0.00182378
91,3254.99,1.97644,1.57983,1.97345,0.52407,0.60167,0.56046,0.26557,1.86841,1.60817,2.20073,0.0018218,0.0018218,0.0018218
92,3290.73,1.96992,1.66866,1.94678,0.52407,0.60167,0.56046,0.26557,1.86841,1.60817,2.20073,0.00181982,0.00181982,0.00181982
93,3325.04,2.0027,1.57857,2.04924,0.7034,0.49485,0.58987,0.28929,1.82811,1.55784,2.13779,0.00181784,0.00181784,0.00181784
94,3359.39,2.15183,1.68274,2.09319,0.6292,0.5567,0.58101,0.2896,1.80512,1.57913,2.1081,0.00181586,0.00181586,0.00181586
95,3393,1.9952,1.63578,2.00881,0.6292,0.5567,0.58101,0.2896,1.80512,1.57913,2.1081,0.00181388,0.00181388,0.00181388
96,3429.74,1.88789,1.76735,1.94817,0.63201,0.57732,0.64341,0.3104,1.79,1.5634,2.05606,0.0018119,0.0018119,0.0018119
97,3467.51,1.91556,1.53397,2.0056,0.58351,0.60825,0.62016,0.29161,1.77835,1.55179,2.06978,0.00180992,0.00180992,0.00180992
98,3505.62,1.92943,1.64847,1.99641,0.50871,0.63918,0.50659,0.24298,1.81445,1.58294,2.11578,0.00180794,0.00180794,0.00180794
99,3539.25,1.96911,1.54626,2.00217,0.50871,0.63918,0.50659,0.24298,1.81445,1.58294,2.11578,0.00180596,0.00180596,0.00180596
100,3576.35,1.91975,1.52933,1.94439,0.49492,0.61856,0.46755,0.21082,1.85126,1.61881,2.12518,0.00180398,0.00180398,0.00180398
101,3616.64,1.85231,1.71444,1.9289,0.53358,0.63688,0.5826,0.27687,1.72126,1.54993,1.99922,0.001802,0.001802,0.001802
102,3650.94,1.98682,1.59807,2.04433,0.53358,0.63688,0.5826,0.27687,1.72126,1.54993,1.99922,0.00180002,0.00180002,0.00180002
103,3687.35,2.01243,1.4997,1.96006,0.55504,0.60825,0.59299,0.26956,1.74493,1.48887,2.02408,0.00179804,0.00179804,0.00179804
104,3723.42,1.98335,1.5075,1.97109,0.59026,0.63861,0.63505,0.30974,1.77226,1.46504,2.0415,0.00179606,0.00179606,0.00179606
105,3763.49,1.9228,1.50151,1.94851,0.59026,0.63861,0.63505,0.30974,1.77226,1.46504,2.0415,0.00179408,0.00179408,0.00179408
106,3800.45,1.92438,1.52236,1.99948,0.68305,0.6221,0.65546,0.32614,1.75765,1.44403,2.0388,0.0017921,0.0017921,0.0017921
107,3836.28,1.92759,1.66754,1.87903,0.65931,0.60825,0.63447,0.28821,1.88499,1.46633,2.14247,0.00179012,0.00179012,0.00179012
108,3872.79,1.80733,1.57406,1.90096,0.65931,0.60825,0.63447,0.28821,1.88499,1.46633,2.14247,0.00178814,0.00178814,0.00178814
109,3909.43,1.97701,1.56552,1.95624,0.60237,0.62472,0.627,0.28565,1.86526,1.41208,2.15887,0.00178616,0.00178616,0.00178616
110,3943.12,1.86859,1.45759,1.97152,0.65064,0.5567,0.66552,0.31685,1.8344,1.40641,2.09924,0.00178418,0.00178418,0.00178418
111,3980.59,1.87871,1.51673,1.9746,0.65064,0.5567,0.66552,0.31685,1.8344,1.40641,2.09924,0.0017822,0.0017822,0.0017822
112,4020,1.90278,1.47651,1.95665,0.71139,0.55906,0.65841,0.32971,1.75288,1.40777,2.05045,0.00178022,0.00178022,0.00178022
113,4059.99,1.83778,1.46817,1.95133,0.62614,0.69072,0.63901,0.30811,1.8217,1.46859,2.07682,0.00177824,0.00177824,0.00177824
114,4095.46,2.0018,1.43338,1.90756,0.56087,0.68041,0.60551,0.23669,1.98702,1.5428,2.20394,0.00177626,0.00177626,0.00177626
115,4130.32,1.99917,1.55206,1.9417,0.56087,0.68041,0.60551,0.23669,1.98702,1.5428,2.20394,0.00177428,0.00177428,0.00177428
116,4166.4,1.92337,1.52686,1.96204,0.56707,0.6701,0.57109,0.24024,1.93981,1.50896,2.17446,0.0017723,0.0017723,0.0017723
117,4201.89,1.86475,1.50087,1.89318,0.63192,0.6701,0.64788,0.28522,1.85689,1.42459,2.07856,0.00177032,0.00177032,0.00177032
118,4241.54,1.96316,1.44226,1.89018,0.63192,0.6701,0.64788,0.28522,1.85689,1.42459,2.07856,0.00176834,0.00176834,0.00176834
119,4280.34,1.95967,1.51996,1.93239,0.62258,0.65979,0.6575,0.33535,1.71357,1.38636,1.99247,0.00176636,0.00176636,0.00176636
120,4317.97,1.8891,1.44719,1.95063,0.58438,0.6668,0.67906,0.34713,1.7074,1.40009,2.00431,0.00176438,0.00176438,0.00176438
121,4352.36,1.80642,1.4829,1.85574,0.58438,0.6668,0.67906,0.34713,1.7074,1.40009,2.00431,0.0017624,0.0017624,0.0017624
122,4387.75,1.8884,1.52844,1.89984,0.43382,0.56701,0.4759,0.22121,1.98585,1.62077,2.17843,0.00176042,0.00176042,0.00176042
123,4425.04,1.76906,1.4801,1.83648,0.58879,0.72331,0.66579,0.31843,1.71187,1.39686,1.98029,0.00175844,0.00175844,0.00175844
124,4458.22,1.68631,1.49166,1.86755,0.58879,0.72331,0.66579,0.31843,1.71187,1.39686,1.98029,0.00175646,0.00175646,0.00175646
125,4489.64,1.70627,1.649,1.84804,0.67619,0.68891,0.69302,0.34745,1.68334,1.38014,1.96416,0.00175448,0.00175448,0.00175448
126,4524.7,1.75878,1.46103,1.92664,0.67389,0.65979,0.725,0.37826,1.64924,1.30665,1.92866,0.0017525,0.0017525,0.0017525
127,4555.16,1.74299,1.4489,1.78146,0.67389,0.65979,0.725,0.37826,1.64924,1.30665,1.92866,0.00175052,0.00175052,0.00175052
128,4586.31,1.74401,1.39926,1.84448,0.65999,0.72165,0.72791,0.37351,1.69907,1.32918,1.97097,0.00174854,0.00174854,0.00174854
129,4624.85,1.81299,1.43123,1.8053,0.67087,0.69072,0.71692,0.33072,1.74636,1.40398,2.01766,0.00174656,0.00174656,0.00174656
130,4659.72,1.82202,1.38053,1.85036,0.68685,0.65979,0.68382,0.32764,1.75553,1.44903,2.00473,0.00174458,0.00174458,0.00174458
131,4695.68,1.87524,1.482,1.86057,0.68685,0.65979,0.68382,0.32764,1.75553,1.44903,2.00473,0.0017426,0.0017426,0.0017426
132,4732.68,1.73379,1.3507,1.7744,0.6029,0.68041,0.61906,0.2924,1.78922,1.44626,1.98392,0.00174062,0.00174062,0.00174062
133,4773.08,1.70856,1.36934,1.73495,0.59479,0.68096,0.64832,0.32567,1.70108,1.38389,1.93392,0.00173864,0.00173864,0.00173864
134,4807.19,1.74988,1.34028,1.74753,0.59479,0.68096,0.64832,0.32567,1.70108,1.38389,1.93392,0.00173666,0.00173666,0.00173666
135,4843.32,1.77254,1.37017,1.84609,0.68581,0.73196,0.72305,0.37775,1.6517,1.29567,1.90997,0.00173468,0.00173468,0.00173468
136,4882.63,1.60781,1.2608,1.67523,0.681,0.64948,0.6748,0.35621,1.72825,1.2964,1.92551,0.0017327,0.0017327,0.0017327
137,4919.1,1.76025,1.39124,1.80433,0.681,0.64948,0.6748,0.35621,1.72825,1.2964,1.92551,0.00173072,0.00173072,0.00173072
138,4951.93,1.66378,1.27448,1.76362,0.62701,0.69072,0.69449,0.38233,1.61421,1.27047,1.88699,0.00172874,0.00172874,0.00172874
139,4987.35,1.65674,1.41049,1.81875,0.73261,0.53668,0.66824,0.30915,1.72382,1.43876,2.00242,0.00172676,0.00172676,0.00172676
140,5020.53,1.67162,1.30653,1.80081,0.73261,0.53668,0.66824,0.30915,1.72382,1.43876,2.00242,0.00172478,0.00172478,0.00172478
141,5055.88,1.69298,1.38555,1.73483,0.65555,0.56701,0.60936,0.21486,1.92427,1.62228,2.13619,0.0017228,0.0017228,0.0017228
142,5088.93,1.6108,1.30691,1.81474,0.74129,0.62034,0.73178,0.38832,1.60516,1.33909,1.87843,0.00172082,0.00172082,0.00172082
143,5124.01,1.64161,1.34737,1.76016,0.74129,0.62034,0.73178,0.38832,1.60516,1.33909,1.87843,0.00171884,0.00171884,0.00171884
144,5162.42,1.58443,1.30224,1.69186,0.65834,0.71515,0.73743,0.40257,1.61948,1.2785,1.87299,0.00171686,0.00171686,0.00171686
145,5196.54,1.67924,1.34507,1.75985,0.65544,0.68041,0.70505,0.3603,1.73696,1.34789,1.96875,0.00171488,0.00171488,0.00171488
146,5234.49,1.75312,1.26543,1.72266,0.67075,0.67209,0.65517,0.33181,1.7886,1.4409,2.00399,0.0017129,0.0017129,0.0017129
147,5271.68,1.53137,1.34528,1.73406,0.67075,0.67209,0.65517,0.33181,1.7886,1.4409,2.00399,0.00171092,0.00171092,0.00171092
148,5307.89,1.6932,1.26525,1.6953,0.66686,0.62887,0.63284,0.32316,1.70155,1.46511,1.93445,0.00170894,0.00170894,0.00170894
149,5341.94,1.70217,1.26864,1.68872,0.64763,0.71134,0.65083,0.33716,1.68018,1.43276,1.93516,0.00170696,0.00170696,0.00170696
150,5376.84,1.67785,1.25341,1.78962,0.64763,0.71134,0.65083,0.33716,1.68018,1.43276,1.93516,0.00170498,0.00170498,0.00170498
151,5414.45,1.65829,1.22851,1.72548,0.71017,0.59794,0.70652,0.35777,1.68629,1.27225,1.9359,0.001703,0.001703,0.001703
152,5448.98,1.61855,1.31723,1.78483,0.68835,0.63757,0.70473,0.3711,1.65044,1.25654,1.91692,0.00170102,0.00170102,0.00170102
153,5484.29,1.58881,1.21008,1.74196,0.68835,0.63757,0.70473,0.3711,1.65044,1.25654,1.91692,0.00169904,0.00169904,0.00169904
154,5522.7,1.57345,1.18145,1.6598,0.59194,0.78351,0.67942,0.36574,1.62616,1.27103,1.87404,0.00169706,0.00169706,0.00169706
155,5558.29,1.61525,1.2643,1.71447,0.72806,0.64948,0.70343,0.39064,1.56582,1.231,1.82827,0.00169508,0.00169508,0.00169508
156,5596.35,1.59587,1.24192,1.66598,0.72806,0.64948,0.70343,0.39064,1.56582,1.231,1.82827,0.0016931,0.0016931,0.0016931
157,5630.41,1.63784,1.21626,1.69022,0.66977,0.71134,0.71695,0.4069,1.4737,1.28501,1.7854,0.00169112,0.00169112,0.00169112
158,5667.88,1.59486,1.27579,1.75967,0.7143,0.6701,0.70513,0.36676,1.59046,1.29468,1.85874,0.00168914,0.00168914,0.00168914
159,5707.02,1.68265,1.17496,1.63543,0.7143,0.6701,0.70513,0.36676,1.59046,1.29468,1.85874,0.00168716,0.00168716,0.00168716
160,5744.23,1.49841,1.12487,1.59038,0.68448,0.68041,0.67867,0.33836,1.65195,1.30766,1.90016,0.00168518,0.00168518,0.00168518
161,5774.98,1.57619,1.27732,1.67674,0.63414,0.73196,0.71777,0.38275,1.61304,1.29674,1.86526,0.0016832,0.0016832,0.0016832
162,5809.99,1.55855,1.20736,1.69341,0.64824,0.77895,0.7272,0.35717,1.778,1.29351,1.99216,0.00168122,0.00168122,0.00168122
163,5842.14,1.48221,1.368,1.65525,0.64824,0.77895,0.7272,0.35717,1.778,1.29351,1.99216,0.00167924,0.00167924,0.00167924
164,5883.11,1.52075,1.23729,1.72497,0.67941,0.69916,0.72374,0.37428,1.75382,1.22717,1.99309,0.00167726,0.00167726,0.00167726
165,5914.27,1.57013,1.1705,1.66911,0.64493,0.73196,0.73928,0.40342,1.64001,1.18669,1.89379,0.00167528,0.00167528,0.00167528
166,5949.5,1.55436,1.18885,1.61336,0.64493,0.73196,0.73928,0.40342,1.64001,1.18669,1.89379,0.0016733,0.0016733,0.0016733
167,5988.48,1.53629,1.19904,1.65774,0.60462,0.6937,0.66083,0.32956,1.75246,1.30968,1.9511,0.00167132,0.00167132,0.00167132
168,6026.97,1.52246,1.15966,1.62054,0.66929,0.73024,0.66092,0.34405,1.66151,1.32052,1.91124,0.00166934,0.00166934,0.00166934
169,6058.11,1.61796,1.26712,1.77658,0.66929,0.73024,0.66092,0.34405,1.66151,1.32052,1.91124,0.00166736,0.00166736,0.00166736
170,6092.2,1.49584,1.14142,1.62758,0.69136,0.74227,0.71593,0.37853,1.61967,1.24771,1.86819,0.00166538,0.00166538,0.00166538
171,6132.13,1.58999,1.22775,1.64205,0.71363,0.74504,0.73639,0.40824,1.60291,1.22578,1.83433,0.0016634,0.0016634,0.0016634
172,6169.74,1.55455,1.15715,1.65856,0.71363,0.74504,0.73639,0.40824,1.60291,1.22578,1.83433,0.00166142,0.00166142,0.00166142
173,6204.67,1.56741,1.27479,1.66407,0.72003,0.74227,0.73867,0.4042,1.59205,1.19318,1.83849,0.00165944,0.00165944,0.00165944
174,6242.76,1.61124,1.15561,1.69424,0.70471,0.7135,0.73408,0.38386,1.61994,1.22044,1.87954,0.00165746,0.00165746,0.00165746
175,6284.52,1.50218,1.24653,1.70405,0.70471,0.7135,0.73408,0.38386,1.61994,1.22044,1.87954,0.00165548,0.00165548,0.00165548
176,6321.75,1.49738,1.12314,1.60364,0.67808,0.71662,0.72494,0.40679,1.56347,1.20245,1.85626,0.0016535,0.0016535,0.0016535
177,6354.98,1.43536,1.09328,1.57322,0.64679,0.73196,0.71548,0.39827,1.64328,1.1811,1.87897,0.00165152,0.00165152,0.00165152
178,6389.68,1.48291,1.11445,1.632,0.65179,0.78351,0.7178,0.39067,1.62185,1.19714,1.87432,0.00164954,0.00164954,0.00164954
179,6424.54,1.4413,1.11646,1.59268,0.65179,0.78351,0.7178,0.39067,1.62185,1.19714,1.87432,0.00164756,0.00164756,0.00164756
180,6458.51,1.35036,1.45415,1.56607,0.68389,0.75258,0.73223,0.4156,1.51117,1.18982,1.77715,0.00164558,0.00164558,0.00164558
181,6498.9,1.4846,1.33179,1.64439,0.64362,0.76336,0.71027,0.34571,1.64187,1.2651,1.86691,0.0016436,0.0016436,0.0016436
182,6535.69,1.53245,1.40533,1.67543,0.64362,0.76336,0.71027,0.34571,1.64187,1.2651,1.86691,0.00164162,0.00164162,0.00164162
183,6573.5,1.4032,1.17567,1.54353,0.70257,0.73056,0.75583,0.41162,1.57709,1.16508,1.84961,0.00163964,0.00163964,0.00163964
184,6609.61,1.51769,1.17275,1.67424,0.67449,0.70103,0.75748,0.41094,1.637,1.17139,1.8901,0.00163766,0.00163766,0.00163766
185,6644.81,1.59921,1.23899,1.63413,0.67449,0.70103,0.75748,0.41094,1.637,1.17139,1.8901,0.00163568,0.00163568,0.00163568
186,6679.2,1.45654,1.16801,1.637,0.74199,0.68189,0.76929,0.43718,1.59904,1.17072,1.86953,0.0016337,0.0016337,0.0016337
