epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
33,146.241,2.91489,2.4659,2.7477,0.18069,0.17526,0.14781,0.04159,2.59338,2.42666,2.7952,0.0017888,0.0017888,0.0017888
34,150.539,2.9111,2.5759,2.72661,0.14053,0.2268,0.12777,0.04238,2.55728,2.4135,2.72547,0.0017822,0.0017822,0.0017822
35,154.764,2.77309,2.51669,2.76035,0.14053,0.2268,0.12777,0.04238,2.55728,2.4135,2.72547,0.0017756,0.0017756,0.0017756
36,159.027,2.86604,2.49754,2.65239,0.12521,0.2268,0.08593,0.02277,2.66447,2.52631,2.74505,0.001769,0.001769,0.001769
37,163.44,2.80659,2.46299,2.75497,0.14261,0.29897,0.11822,0.03283,2.57959,2.59158,2.72548,0.0017624,0.0017624,0.0017624
38,167.863,2.81018,2.46736,2.68347,0.14261,0.29897,0.11822,0.03283,2.57959,2.59158,2.72548,0.0017558,0.0017558,0.0017558
39,172.171,2.74143,2.50311,2.67795,0.24337,0.25866,0.21244,0.06013,2.46195,2.49953,2.7073,0.0017492,0.0017492,0.0017492
40,176.711,2.76591,2.52798,2.72857,0.24525,0.36082,0.22087,0.0599,2.39608,2.31349,2.67398,0.0017426,0.0017426,0.0017426
41,180.963,2.54894,2.35618,2.65913,0.24525,0.36082,0.22087,0.0599,2.39608,2.31349,2.67398,0.001736,0.001736,0.001736
42,185.437,2.65675,2.34791,2.58411,0.31687,0.21045,0.19989,0.06358,2.35131,2.29729,2.5958,0.0017294,0.0017294,0.0017294
43,189.971,2.74612,2.33045,2.51709,0.27637,0.2268,0.19283,0.06722,2.31371,2.32059,2.51633,0.0017228,0.0017228,0.0017228
44,194.229,2.58063,2.4096,2.56508,0.27637,0.2268,0.19283,0.06722,2.31371,2.32059,2.51633,0.0017162,0.0017162,0.0017162
45,198.528,2.54348,2.40235,2.47649,0.20419,0.28866,0.20629,0.07215,2.28482,2.2488,2.49479,0.0017096,0.0017096,0.0017096
46,203.099,2.75496,2.41536,2.46506,0.23301,0.34021,0.22379,0.08098,2.32391,2.17436,2.52889,0.001703,0.001703,0.001703
47,207.327,2.54766,2.3329,2.56379,0.23301,0.34021,0.22379,0.08098,2.32391,2.17436,2.52889,0.0016964,0.0016964,0.0016964
48,211.643,2.52802,2.65324,2.48995,0.29098,0.26804,0.22273,0.07527,2.37786,2.1368,2.56087,0.0016898,0.0016898,0.0016898
49,216.182,2.66161,2.21509,2.43748,0.26082,0.28866,0.24658,0.08142,2.38072,2.10781,2.54673,0.0016832,0.0016832,0.0016832
50,220.501,2.53507,2.36417,2.50912,0.32989,0.30959,0.26581,0.0833,2.38826,2.11799,2.54485,0.0016766,0.0016766,0.0016766
51,225.045,2.57654,2.29887,2.45397,0.32989,0.30959,0.26581,0.0833,2.38826,2.11799,2.54485,0.00167,0.00167,0.00167
52,229.337,2.5698,2.22137,2.47436,0.34158,0.39175,0.29946,0.09302,2.31656,2.05257,2.47609,0.0016634,0.0016634,0.0016634
53,233.805,2.536,2.18134,2.41214,0.34819,0.49485,0.29205,0.09766,2.30157,2.09478,2.44723,0.0016568,0.0016568,0.0016568
54,238.379,2.60922,2.26209,2.41019,0.34819,0.49485,0.29205,0.09766,2.30157,2.09478,2.44723,0.0016502,0.0016502,0.0016502
55,242.93,2.54506,2.11813,2.39115,0.31915,0.41237,0.2889,0.09713,2.21436,2.14595,2.35057,0.0016436,0.0016436,0.0016436
56,247.196,2.53058,2.24828,2.41716,0.26543,0.37113,0.28754,0.11003,2.22409,2.06869,2.34976,0.001637,0.001637,0.001637
57,251.607,2.5878,2.25446,2.38094,0.26543,0.37113,0.28754,0.11003,2.22409,2.06869,2.34976,0.0016304,0.0016304,0.0016304
58,256.118,2.65695,2.11083,2.36266,0.37544,0.26804,0.25421,0.08539,2.34778,2.0962,2.43889,0.0016238,0.0016238,0.0016238
59,260.708,2.53803,2.06892,2.35048,0.21525,0.26804,0.21827,0.06485,2.40086,2.25179,2.48869,0.0016172,0.0016172,0.0016172
60,265.009,2.49716,2.19245,2.34398,0.21525,0.26804,0.21827,0.06485,2.40086,2.25179,2.48869,0.0016106,0.0016106,0.0016106
61,269.398,2.45731,2.10268,2.27888,0.24125,0.36082,0.22778,0.08377,2.24881,2.13498,2.35702,0.001604,0.001604,0.001604
62,273.861,2.49502,2.07329,2.29333,0.34752,0.25773,0.23245,0.078,2.43676,2.40267,2.49869,0.0015974,0.0015974,0.0015974
63,278.239,2.39679,2.11197,2.30628,0.34752,0.25773,0.23245,0.078,2.43676,2.40267,2.49869,0.0015908,0.0015908,0.0015908
64,282.518,2.39948,2.1244,2.34802,0.30352,0.3299,0.28462,0.09397,2.26058,2.08882,2.43775,0.0015842,0.0015842,0.0015842
65,286.978,2.39673,2.14487,2.26271,0.33591,0.36082,0.24758,0.09546,2.14581,2.10632,2.39807,0.0015776,0.0015776,0.0015776
66,291.371,2.51794,2.17559,2.37296,0.32523,0.41237,0.30613,0.12548,2.09366,1.99437,2.29398,0.001571,0.001571,0.001571
67,295.694,2.41879,2.08318,2.28041,0.32523,0.41237,0.30613,0.12548,2.09366,1.99437,2.29398,0.0015644,0.0015644,0.0015644
68,300.11,2.25058,2.10973,2.23357,0.31279,0.48454,0.36076,0.14067,2.06356,1.9373,2.23388,0.0015578,0.0015578,0.0015578
69,304.583,2.4255,2.17781,2.33754,0.37302,0.46392,0.42182,0.16855,2.03563,1.84244,2.2123,0.0015512,0.0015512,0.0015512
70,308.918,2.44244,2.34678,2.28801,0.37302,0.46392,0.42182,0.16855,2.03563,1.84244,2.2123,0.0015446,0.0015446,0.0015446
71,313.317,2.40622,2.01893,2.22543,0.52394,0.31959,0.41974,0.15152,2.18451,1.8475,2.27085,0.001538,0.001538,0.001538
72,317.563,2.48335,2.1955,2.19469,0.36493,0.35547,0.37968,0.1362,2.14737,1.9196,2.26451,0.0015314,0.0015314,0.0015314
73,321.984,2.26036,2.11275,2.20141,0.36493,0.35547,0.37968,0.1362,2.14737,1.9196,2.26451,0.0015248,0.0015248,0.0015248
74,326.323,2.30327,1.9894,2.20995,0.31264,0.37983,0.34748,0.13676,2.08589,1.9696,2.23133,0.0015182,0.0015182,0.0015182
75,330.824,2.32479,1.96936,2.22307,0.33366,0.4388,0.37006,0.16109,2.01558,1.93537,2.17578,0.0015116,0.0015116,0.0015116
76,335.088,2.38507,2.08085,2.17973,0.33366,0.4388,0.37006,0.16109,2.01558,1.93537,2.17578,0.001505,0.001505,0.001505
77,339.485,2.31866,2.03836,2.26243,0.34405,0.50515,0.36214,0.16619,1.99506,1.89313,2.15727,0.0014984,0.0014984,0.0014984
78,343.874,2.28612,2.15691,2.30341,0.43288,0.45642,0.42309,0.18211,1.96875,1.85127,2.14472,0.0014918,0.0014918,0.0014918
79,348.084,2.21949,1.95675,2.21283,0.43288,0.45642,0.42309,0.18211,1.96875,1.85127,2.14472,0.0014852,0.0014852,0.0014852
80,352.404,2.22714,1.99424,2.22195,0.43714,0.47423,0.45599,0.19578,1.95408,1.79518,2.14495,0.0014786,0.0014786,0.0014786
81,356.935,2.30963,1.94932,2.18765,0.53006,0.48454,0.48736,0.19699,2.04027,1.72514,2.20185,0.001472,0.001472,0.001472
82,361.42,2.23359,1.93115,2.18993,0.52213,0.5567,0.52309,0.20854,1.99698,1.72805,2.15881,0.0014654,0.0014654,0.0014654
83,365.686,2.30356,1.94718,2.19005,0.52213,0.5567,0.52309,0.20854,1.99698,1.72805,2.15881,0.0014588,0.0014588,0.0014588
84,369.937,1.95924,3.16239,1.97899,0.42979,0.57732,0.44387,0.19362,1.91738,1.7887,2.07286,0.0014522,0.0014522,0.0014522
85,374.184,2.2179,1.88694,2.10803,0.40457,0.51546,0.39296,0.16204,1.96354,1.88122,2.10562,0.0014456,0.0014456,0.0014456
86,378.686,2.15009,1.86297,2.10148,0.40457,0.51546,0.39296,0.16204,1.96354,1.88122,2.10562,0.001439,0.001439,0.001439
87,383.213,2.23608,1.92971,2.07853,0.40742,0.43299,0.37255,0.14613,2.05747,1.9771,2.14728,0.0014324,0.0014324,0.0014324
88,387.554,2.23522,1.97109,2.04636,0.46678,0.46392,0.44793,0.17696,2.01484,1.79249,2.10643,0.0014258,0.0014258,0.0014258
89,392.128,2.13809,1.98309,2.04792,0.46678,0.46392,0.44793,0.17696,2.01484,1.79249,2.10643,0.0014192,0.0014192,0.0014192
90,396.574,2.1629,1.8656,2.07992,0.36409,0.42268,0.38766,0.15358,2.06014,1.81634,2.1347,0.0014126,0.0014126,0.0014126
91,400.961,2.10053,1.7831,2.00562,0.42273,0.4433,0.44483,0.18386,1.99887,1.76104,2.09572,0.001406,0.001406,0.001406
92,405.25,2.17454,1.92549,2.03186,0.42273,0.4433,0.44483,0.18386,1.99887,1.76104,2.09572,0.0013994,0.0013994,0.0013994
93,409.707,2.10881,1.87236,2.06882,0.39396,0.43562,0.45121,0.20871,1.88757,1.71885,2.05062,0.0013928,0.0013928,0.0013928
94,414.232,2.26811,1.90971,2.13877,0.53236,0.43299,0.49071,0.2271,1.85011,1.66817,2.04565,0.0013862,0.0013862,0.0013862
95,418.556,2.14473,1.99303,2.04749,0.53236,0.43299,0.49071,0.2271,1.85011,1.66817,2.04565,0.0013796,0.0013796,0.0013796
96,423.079,2.01244,2.06837,1.99535,0.54418,0.47423,0.52305,0.22751,1.82104,1.64979,2.02994,0.001373,0.001373,0.001373
97,427.379,2.1123,1.77807,2.07549,0.5773,0.49485,0.52528,0.23637,1.85035,1.62462,2.02796,0.0013664,0.0013664,0.0013664
98,431.765,2.08093,1.88866,2.0719,0.58402,0.57732,0.56018,0.24891,1.91306,1.63695,2.0351,0.0013598,0.0013598,0.0013598
99,436.052,2.14283,1.7883,2.07282,0.58402,0.57732,0.56018,0.24891,1.91306,1.63695,2.0351,0.0013532,0.0013532,0.0013532
100,440.334,2.07871,1.72553,2.00063,0.60404,0.53608,0.56054,0.27179,1.83499,1.61844,1.96865,0.0013466,0.0013466,0.0013466
101,444.843,1.95454,2.14503,1.91696,0.60137,0.48454,0.52986,0.24387,1.85986,1.67401,2.00643,0.00134,0.00134,0.00134
102,449.097,2.17438,1.8033,2.067,0.60137,0.48454,0.52986,0.24387,1.85986,1.67401,2.00643,0.0013334,0.0013334,0.0013334
103,453.425,2.16548,1.70345,1.99524,0.52412,0.47691,0.43995,0.18677,1.91485,1.791,2.04605,0.0013268,0.0013268,0.0013268
104,457.941,2.12957,1.72601,2.01402,0.34685,0.42704,0.33704,0.13859,2.00246,1.9395,2.10356,0.0013202,0.0013202,0.0013202
105,462.223,2.11607,1.7311,2.0237,0.34685,0.42704,0.33704,0.13859,2.00246,1.9395,2.10356,0.0013136,0.0013136,0.0013136
106,466.552,2.12496,1.76008,2.04893,0.41718,0.39175,0.34884,0.1448,1.99502,1.88871,2.0818,0.001307,0.001307,0.001307
107,470.989,2.14412,1.8481,1.94352,0.43592,0.4433,0.39036,0.17124,1.99968,1.78984,2.06668,0.0013004,0.0013004,0.0013004
108,475.424,2.00274,1.80755,1.96252,0.43592,0.4433,0.39036,0.17124,1.99968,1.78984,2.06668,0.0012938,0.0012938,0.0012938
109,479.852,2.14261,1.78128,1.9922,0.51687,0.47423,0.49547,0.2253,1.91197,1.68756,2.01977,0.0012872,0.0012872,0.0012872
110,484.234,2.00247,1.6605,1.98637,0.57662,0.54639,0.58277,0.27464,1.80184,1.62253,1.98179,0.0012806,0.0012806,0.0012806
111,488.757,1.98323,1.73174,1.98611,0.57662,0.54639,0.58277,0.27464,1.80184,1.62253,1.98179,0.001274,0.001274,0.001274
112,493.065,2.0248,1.71531,1.98311,0.65198,0.50515,0.60574,0.30438,1.80129,1.559,1.97633,0.0012674,0.0012674,0.0012674
113,497.352,1.93437,1.67371,1.95956,0.56341,0.51546,0.60104,0.29713,1.83321,1.53894,1.9845,0.0012608,0.0012608,0.0012608
114,501.901,2.03441,1.64374,1.94122,0.51534,0.53608,0.56151,0.2821,1.79308,1.54996,1.97281,0.0012542,0.0012542,0.0012542
115,506.161,2.0816,1.70772,1.94849,0.51534,0.53608,0.56151,0.2821,1.79308,1.54996,1.97281,0.0012476,0.0012476,0.0012476
116,510.441,2.04062,1.71418,1.97392,0.59898,0.49485,0.57064,0.27238,1.82948,1.56527,1.99136,0.001241,0.001241,0.001241
117,514.963,2.01959,1.66614,1.92403,0.57831,0.50515,0.57105,0.27173,1.84001,1.55116,1.98809,0.0012344,0.0012344,0.0012344
118,519.227,2.07591,1.6449,1.91099,0.57831,0.50515,0.57105,0.27173,1.84001,1.55116,1.98809,0.0012278,0.0012278,0.0012278
119,523.532,2.14533,1.71354,1.99624,0.70342,0.49485,0.60568,0.28088,1.84976,1.51242,1.97823,0.0012212,0.0012212,0.0012212
120,527.973,1.95782,1.62175,1.96815,0.65007,0.56701,0.61099,0.27482,1.89885,1.54136,1.99323,0.0012146,0.0012146,0.0012146
121,532.413,1.9676,1.70948,1.90951,0.65007,0.56701,0.61099,0.27482,1.89885,1.54136,1.99323,0.001208,0.001208,0.001208
122,536.888,2.00811,1.80259,1.94738,0.65487,0.53608,0.622,0.30408,1.8694,1.55889,1.97875,0.0012014,0.0012014,0.0012014
123,541.326,1.91713,1.68563,1.88117,0.52658,0.68802,0.56677,0.29623,1.78081,1.59457,1.91745,0.0011948,0.0011948,0.0011948
124,545.606,1.8689,1.66182,1.91109,0.52658,0.68802,0.56677,0.29623,1.78081,1.59457,1.91745,0.0011882,0.0011882,0.0011882
125,549.906,1.78532,1.81295,1.83283,0.47767,0.63918,0.55848,0.28818,1.70655,1.66625,1.88728,0.0011816,0.0011816,0.0011816
126,554.336,1.91454,1.68341,1.97399,0.61135,0.5567,0.61101,0.31362,1.7135,1.56513,1.90377,0.001175,0.001175,0.001175
127,558.791,1.96554,1.74647,1.90476,0.61135,0.5567,0.61101,0.31362,1.7135,1.56513,1.90377,0.0011684,0.0011684,0.0011684
128,563.16,1.94139,1.55846,1.92741,0.65,0.53608,0.63114,0.30467,1.77373,1.53272,1.93456,0.0011618,0.0011618,0.0011618
129,567.481,1.96374,1.67033,1.88358,0.587,0.68868,0.64348,0.30646,1.76201,1.46589,1.90341,0.0011552,0.0011552,0.0011552
130,572.007,1.95117,1.59703,1.8602,0.58478,0.58763,0.56985,0.27648,1.79546,1.513,1.91782,0.0011486,0.0011486,0.0011486
131,576.256,2.0119,1.6774,1.86099,0.58478,0.58763,0.56985,0.27648,1.79546,1.513,1.91782,0.001142,0.001142,0.001142
132,580.565,1.9159,1.60917,1.8242,0.52223,0.60825,0.53925,0.25827,1.87688,1.5666,1.95588,0.0011354,0.0011354,0.0011354
133,585.172,1.87047,1.5881,1.79678,0.61535,0.57725,0.57577,0.26766,1.85624,1.55428,1.96569,0.0011288,0.0011288,0.0011288
134,589.58,2.00434,1.6031,1.868,0.61535,0.57725,0.57577,0.26766,1.85624,1.55428,1.96569,0.0011222,0.0011222,0.0011222
135,593.896,2.02296,1.66441,1.91072,0.53982,0.61856,0.59841,0.28339,1.87273,1.50783,1.99456,0.0011156,0.0011156,0.0011156
136,598.378,1.82001,1.54043,1.78409,0.53191,0.71134,0.62354,0.30492,1.78965,1.45623,1.94436,0.001109,0.001109,0.001109
137,602.668,1.91667,1.59025,1.86093,0.53191,0.71134,0.62354,0.30492,1.78965,1.45623,1.94436,0.0011024,0.0011024,0.0011024
138,606.948,1.88977,1.50446,1.85545,0.62402,0.61856,0.61148,0.31939,1.70846,1.47041,1.88382,0.0010958,0.0010958,0.0010958
139,611.337,1.91368,1.66061,1.90757,0.58306,0.67761,0.60533,0.3086,1.73871,1.48546,1.88368,0.0010892,0.0010892,0.0010892
140,615.566,1.85472,1.52246,1.82997,0.58306,0.67761,0.60533,0.3086,1.73871,1.48546,1.88368,0.0010826,0.0010826,0.0010826
141,619.878,1.90009,1.6119,1.80241,0.58033,0.63918,0.59977,0.30186,1.74778,1.51409,1.87614,0.001076,0.001076,0.001076
142,624.356,1.83718,1.50843,1.87274,0.57489,0.63918,0.61344,0.32405,1.67613,1.50547,1.82711,0.0010694,0.0010694,0.0010694
143,628.652,1.8147,1.56576,1.80823,0.57489,0.63918,0.61344,0.32405,1.67613,1.50547,1.82711,0.0010628,0.0010628,0.0010628
144,633.007,1.79533,1.55732,1.74712,0.64036,0.62413,0.62418,0.33563,1.64469,1.47605,1.79321,0.0010562,0.0010562,0.0010562
145,637.268,1.94442,1.58136,1.84161,0.60086,0.69072,0.65955,0.34903,1.64889,1.48881,1.8033,0.0010496,0.0010496,0.0010496
146,641.655,1.98652,1.57858,1.80139,0.65259,0.68041,0.653,0.32581,1.72879,1.54654,1.84574,0.001043,0.001043,0.001043
147,646.079,1.7722,1.52909,1.81774,0.65259,0.68041,0.653,0.32581,1.72879,1.54654,1.84574,0.0010364,0.0010364,0.0010364
148,650.573,1.91051,1.50324,1.78407,0.64219,0.68462,0.65631,0.30945,1.78035,1.50412,1.87021,0.0010298,0.0010298,0.0010298
149,654.869,1.93064,1.49584,1.78669,0.58763,0.74227,0.6465,0.33326,1.68894,1.50896,1.82692,0.0010232,0.0010232,0.0010232
150,659.151,1.83129,1.46028,1.85709,0.58763,0.74227,0.6465,0.33326,1.68894,1.50896,1.82692,0.0010166,0.0010166,0.0010166
151,663.694,1.81356,1.43165,1.75879,0.58357,0.69072,0.64171,0.33987,1.66612,1.50019,1.81358,0.00101,0.00101,0.00101
152,667.966,1.80484,1.48174,1.81374,0.5957,0.74227,0.6611,0.34345,1.69567,1.45624,1.81302,0.0010034,0.0010034,0.0010034
153,672.237,1.76756,1.4228,1.78961,0.5957,0.74227,0.6611,0.34345,1.69567,1.45624,1.81302,0.0009968,0.0009968,0.0009968
154,676.601,1.82764,1.42416,1.77069,0.58842,0.69275,0.68476,0.34948,1.70336,1.42304,1.80595,0.0009902,0.0009902,0.0009902
155,680.89,1.83031,1.48471,1.79594,0.5741,0.72165,0.67372,0.34459,1.71218,1.42137,1.81616,0.0009836,0.0009836,0.0009836
156,685.288,1.84113,1.4724,1.77627,0.5741,0.72165,0.67372,0.34459,1.71218,1.42137,1.81616,0.000977,0.000977,0.000977
157,689.615,1.92284,1.47108,1.8154,0.61432,0.64948,0.67422,0.34605,1.72393,1.39315,1.82283,0.0009704,0.0009704,0.0009704
158,694.04,1.85362,1.51214,1.8455,0.59649,0.73151,0.68317,0.35409,1.69724,1.35939,1.8089,0.0009638,0.0009638,0.0009638
159,698.518,1.92996,1.43472,1.76398,0.59649,0.73151,0.68317,0.35409,1.69724,1.35939,1.8089,0.0009572,0.0009572,0.0009572
160,703.072,1.76967,1.34783,1.70062,0.63445,0.6701,0.66633,0.32255,1.76985,1.38923,1.86881,0.0009506,0.0009506,0.0009506
161,707.521,1.79952,1.49902,1.746,0.58687,0.75258,0.64611,0.31551,1.78597,1.39635,1.86445,0.000944,0.000944,0.000944
162,712.015,1.80267,1.46882,1.78234,0.6083,0.75258,0.65242,0.33332,1.73075,1.38917,1.84067,0.0009374,0.0009374,0.0009374
163,716.279,1.66107,1.79557,1.65743,0.6083,0.75258,0.65242,0.33332,1.73075,1.38917,1.84067,0.0009308,0.0009308,0.0009308
164,720.586,1.70643,1.49186,1.78578,0.60473,0.69401,0.67071,0.36365,1.66191,1.35356,1.81932,0.0009242,0.0009242,0.0009242
165,725.025,1.8065,1.42952,1.75497,0.63209,0.71134,0.69742,0.37029,1.62788,1.31466,1.76765,0.0009176,0.0009176,0.0009176
166,729.529,1.8033,1.46908,1.71974,0.63209,0.71134,0.69742,0.37029,1.62788,1.31466,1.76765,0.000911,0.000911,0.000911
167,733.896,1.73188,1.4264,1.70079,0.57623,0.72165,0.70247,0.36828,1.65152,1.32019,1.77646,0.0009044,0.0009044,0.0009044
168,738.258,1.74166,1.40715,1.70015,0.57573,0.6701,0.70186,0.36762,1.66378,1.33847,1.77989,0.0008978,0.0008978,0.0008978
169,742.491,1.77021,1.46157,1.78577,0.57573,0.6701,0.70186,0.36762,1.66378,1.33847,1.77989,0.0008912,0.0008912,0.0008912
170,746.97,1.74044,1.41369,1.72396,0.61568,0.71134,0.70992,0.37658,1.67714,1.33418,1.78423,0.0008846,0.0008846,0.0008846
171,751.273,1.769,1.44701,1.72307,0.63985,0.72165,0.70667,0.37147,1.72641,1.33293,1.8073,0.000878,0.000878,0.000878
172,755.717,1.77552,1.3919,1.73822,0.63985,0.72165,0.70667,0.37147,1.72641,1.33293,1.8073,0.0008714,0.0008714,0.0008714
173,760.178,1.80863,1.6151,1.79109,0.67812,0.76289,0.71887,0.37833,1.73192,1.30592,1.81724,0.0008648,0.0008648,0.0008648
174,764.501,1.80094,1.41885,1.77606,0.64319,0.73196,0.69695,0.35088,1.77134,1.32748,1.86071,0.0008582,0.0008582,0.0008582
175,768.794,1.74376,1.49014,1.80363,0.64319,0.73196,0.69695,0.35088,1.77134,1.32748,1.86071,0.0008516,0.0008516,0.0008516
176,773.324,1.79073,1.34664,1.74532,0.6124,0.71134,0.69014,0.35275,1.72869,1.32165,1.84463,0.000845,0.000845,0.000845
177,777.681,1.70407,1.36884,1.70196,0.65389,0.70116,0.71663,0.38114,1.64567,1.316,1.78798,0.0008384,0.0008384,0.0008384
178,782.239,1.80599,1.39526,1.80337,0.59616,0.74574,0.69791,0.36599,1.6441,1.3735,1.78452,0.0008318,0.0008318,0.0008318
179,786.48,1.70047,1.36137,1.68521,0.59616,0.74574,0.69791,0.36599,1.6441,1.3735,1.78452,0.0008252,0.0008252,0.0008252
180,790.88,1.61008,1.54622,1.66146,0.61968,0.73196,0.67746,0.34488,1.63098,1.47858,1.76955,0.0008186,0.0008186,0.0008186
181,795.147,1.74601,1.4849,1.7495,0.58968,0.64948,0.63949,0.33123,1.65934,1.66977,1.77321,0.000812,0.000812,0.000812
182,799.543,1.77666,1.47377,1.78732,0.58968,0.64948,0.63949,0.33123,1.65934,1.66977,1.77321,0.0008054,0.0008054,0.0008054
183,803.817,1.7007,1.44572,1.66702,0.55028,0.7569,0.65573,0.34528,1.64579,1.55209,1.75653,0.0007988,0.0007988,0.0007988
184,808.233,1.7494,1.44115,1.75217,0.59436,0.73196,0.71965,0.38288,1.61129,1.35846,1.75369,0.0007922,0.0007922,0.0007922
185,812.615,1.83478,1.47214,1.70709,0.59436,0.73196,0.71965,0.38288,1.61129,1.35846,1.75369,0.0007856,0.0007856,0.0007856
186,817.003,1.71551,1.41561,1.73549,0.64647,0.73196,0.7496,0.40208,1.60336,1.30124,1.75908,0.000779,0.000779,0.000779
187,821.268,1.69816,1.32684,1.68199,0.71819,0.73196,0.75346,0.38884,1.64824,1.28215,1.78564,0.0007724,0.0007724,0.0007724
188,825.634,1.63789,1.36598,1.65766,0.71819,0.73196,0.75346,0.38884,1.64824,1.28215,1.78564,0.0007658,0.0007658,0.0007658
189,830.077,1.74203,1.405,1.6974,0.69343,0.71134,0.74354,0.37543,1.68457,1.28048,1.7916,0.0007592,0.0007592,0.0007592
