epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
39,73.2212,2.74615,2.45482,2.634,0.24865,0.27835,0.19353,0.05565,2.49311,2.29316,2.64743,0.00192476,0.00192476,0.00192476
40,75.0357,2.75808,2.51301,2.71007,0.22725,0.25773,0.17413,0.04972,2.46765,2.312,2.67429,0.00192278,0.00192278,0.00192278
41,76.8701,2.60993,2.41021,2.65001,0.22725,0.25773,0.17413,0.04972,2.46765,2.312,2.67429,0.0019208,0.0019208,0.0019208
42,78.6823,2.68137,2.37119,2.58063,0.25327,0.20619,0.1765,0.05361,2.43167,2.29638,2.64023,0.00191882,0.00191882,0.00191882
43,80.518,2.77992,2.32817,2.51726,0.21575,0.23711,0.17835,0.06196,2.39956,2.26861,2.55629,0.00191684,0.00191684,0.00191684
44,82.3359,2.60036,2.33875,2.55556,0.21575,0.23711,0.17835,0.06196,2.39956,2.26861,2.55629,0.00191486,0.00191486,0.00191486
45,84.2076,2.53992,2.3627,2.43926,0.2387,0.3782,0.17649,0.06049,2.33906,2.16926,2.47377,0.00191288,0.00191288,0.00191288
46,86.0212,2.74388,2.37731,2.45256,0.28591,0.34021,0.20597,0.0635,2.33365,2.171,2.46489,0.0019109,0.0019109,0.0019109
47,88.0276,2.55874,2.29316,2.53063,0.28591,0.34021,0.20597,0.0635,2.33365,2.171,2.46489,0.00190892,0.00190892,0.00190892
48,90.0001,2.47,2.65224,2.40847,0.30177,0.31959,0.27769,0.09289,2.26921,2.10738,2.43506,0.00190694,0.00190694,0.00190694
49,91.8128,2.65705,2.20681,2.41361,0.31786,0.38433,0.28748,0.10004,2.25268,2.0644,2.39255,0.00190496,0.00190496,0.00190496
50,93.7168,2.54198,2.37026,2.49257,0.24308,0.39175,0.25712,0.08195,2.27509,2.07675,2.42322,0.00190298,0.00190298,0.00190298
51,95.558,2.56087,2.2688,2.42047,0.24308,0.39175,0.25712,0.08195,2.27509,2.07675,2.42322,0.001901,0.001901,0.001901
52,97.4367,2.49998,2.19936,2.41162,0.26453,0.29897,0.22241,0.07688,2.37336,2.1221,2.52804,0.00189902,0.00189902,0.00189902
53,99.2935,2.52042,2.12061,2.38057,0.33421,0.46577,0.28887,0.10458,2.20842,2.05683,2.46003,0.00189704,0.00189704,0.00189704
54,101.14,2.56878,2.19089,2.4116,0.33421,0.46577,0.28887,0.10458,2.20842,2.05683,2.46003,0.00189506,0.00189506,0.00189506
55,103.037,2.55487,2.0385,2.36094,0.35839,0.47797,0.29685,0.1075,2.13043,2.14341,2.33845,0.00189308,0.00189308,0.00189308
56,104.903,2.50501,2.18184,2.3943,0.36532,0.46392,0.3166,0.10587,2.14887,2.20198,2.31986,0.0018911,0.0018911,0.0018911
57,106.758,2.58025,2.20567,2.365,0.36532,0.46392,0.3166,0.10587,2.14887,2.20198,2.31986,0.00188912,0.00188912,0.00188912
58,108.654,2.59878,2.03513,2.3131,0.44062,0.53608,0.42462,0.14733,2.14897,2.01779,2.31258,0.00188714,0.00188714,0.00188714
59,110.56,2.48568,2.04699,2.31022,0.39435,0.50515,0.38417,0.1274,2.17114,2.07392,2.33745,0.00188516,0.00188516,0.00188516
60,112.38,2.43638,2.18844,2.31119,0.39435,0.50515,0.38417,0.1274,2.17114,2.07392,2.33745,0.00188318,0.00188318,0.00188318
61,114.24,2.40269,2.01937,2.22218,0.37404,0.47423,0.38843,0.14467,2.13146,2.02559,2.25205,0.0018812,0.0018812,0.0018812
62,116.182,2.43319,2.03499,2.24367,0.34326,0.4634,0.38982,0.15463,2.19089,1.93595,2.30787,0.00187922,0.00187922,0.00187922
63,118.035,2.36769,2.08459,2.28892,0.34326,0.4634,0.38982,0.15463,2.19089,1.93595,2.30787,0.00187724,0.00187724,0.00187724
64,119.95,2.39232,2.09603,2.3481,0.40849,0.48413,0.38755,0.13281,2.2089,1.9049,2.37936,0.00187526,0.00187526,0.00187526
65,121.82,2.37842,2.14479,2.25602,0.46432,0.48255,0.44542,0.15685,2.13406,1.88457,2.32958,0.00187328,0.00187328,0.00187328
66,123.708,2.4691,2.17285,2.33925,0.4689,0.51884,0.45451,0.17291,2.0281,1.83524,2.24985,0.0018713,0.0018713,0.0018713
67,125.652,2.35098,2.02692,2.23026,0.4689,0.51884,0.45451,0.17291,2.0281,1.83524,2.24985,0.00186932,0.00186932,0.00186932
68,127.562,2.21993,2.09582,2.20842,0.47108,0.48454,0.46358,0.17151,2.06991,1.85166,2.28268,0.00186734,0.00186734,0.00186734
69,129.434,2.38042,2.11915,2.31957,0.42243,0.41237,0.46156,0.14459,2.321,1.87681,2.36335,0.00186536,0.00186536,0.00186536
70,131.294,2.4253,2.28041,2.3084,0.42243,0.41237,0.46156,0.14459,2.321,1.87681,2.36335,0.00186338,0.00186338,0.00186338
71,133.173,2.35322,2.00721,2.19543,0.35888,0.49485,0.44613,0.15015,2.21483,1.96471,2.28596,0.0018614,0.0018614,0.0018614
72,135.023,2.39541,2.22618,2.1483,0.44852,0.43299,0.49084,0.18939,2.02472,1.83712,2.16278,0.00185942,0.00185942,0.00185942
73,136.984,2.22818,2.10751,2.16141,0.44852,0.43299,0.49084,0.18939,2.02472,1.83712,2.16278,0.00185744,0.00185744,0.00185744
74,138.862,2.28419,1.99068,2.16487,0.41935,0.5567,0.39955,0.14407,2.06759,1.96552,2.1941,0.00185546,0.00185546,0.00185546
75,140.758,2.29127,1.92767,2.18681,0.3637,0.40206,0.33765,0.12598,2.06267,2.0938,2.23693,0.00185348,0.00185348,0.00185348
76,142.622,2.34608,2.05442,2.1147,0.3637,0.40206,0.33765,0.12598,2.06267,2.0938,2.23693,0.0018515,0.0018515,0.0018515
77,144.493,2.27635,1.95369,2.1964,0.30334,0.36082,0.28883,0.11678,2.10615,2.11424,2.25226,0.00184952,0.00184952,0.00184952
78,146.357,2.28195,2.08904,2.25999,0.33369,0.45435,0.31577,0.1316,2.06953,1.94261,2.18626,0.00184754,0.00184754,0.00184754
79,148.265,2.25647,1.94754,2.18938,0.33369,0.45435,0.31577,0.1316,2.06953,1.94261,2.18626,0.00184556,0.00184556,0.00184556
80,150.214,2.22421,1.96287,2.19181,0.4595,0.5567,0.4199,0.17937,1.93233,1.73866,2.07308,0.00184358,0.00184358,0.00184358
81,152.091,2.23188,1.86143,2.1185,0.56589,0.58763,0.49794,0.22125,1.89541,1.65401,2.04169,0.0018416,0.0018416,0.0018416
82,153.992,2.18583,1.88377,2.14819,0.4519,0.58763,0.51576,0.21586,1.9899,1.67611,2.0916,0.00183962,0.00183962,0.00183962
83,155.863,2.23724,1.85126,2.11343,0.4519,0.58763,0.51576,0.21586,1.9899,1.67611,2.0916,0.00183764,0.00183764,0.00183764
84,157.698,1.90815,3.30149,1.9276,0.5504,0.4433,0.51232,0.21443,1.98042,1.7716,2.06066,0.00183566,0.00183566,0.00183566
85,159.62,2.14284,1.83293,2.03712,0.60862,0.41237,0.51806,0.21687,1.92693,1.79563,2.00966,0.00183368,0.00183368,0.00183368
86,161.602,2.12477,1.82577,2.05207,0.60862,0.41237,0.51806,0.21687,1.92693,1.79563,2.00966,0.0018317,0.0018317,0.0018317
87,163.501,2.19372,1.86041,2.02997,0.41334,0.56701,0.46725,0.18617,2.04015,1.80244,2.07481,0.00182972,0.00182972,0.00182972
88,165.443,2.15074,1.85835,1.98064,0.43291,0.50515,0.41418,0.17748,2.05159,1.83142,2.09942,0.00182774,0.00182774,0.00182774
89,167.281,2.12252,2.00164,2.01878,0.43291,0.50515,0.41418,0.17748,2.05159,1.83142,2.09942,0.00182576,0.00182576,0.00182576
90,169.161,2.07754,1.78137,2.01095,0.54787,0.49485,0.53515,0.24944,1.89428,1.75527,2.00087,0.00182378,0.00182378,0.00182378
91,171.137,2.08119,1.75285,1.96443,0.52266,0.51546,0.51656,0.23767,1.9574,1.82759,2.06396,0.0018218,0.0018218,0.0018218
92,173.001,2.13356,1.83591,1.98393,0.52266,0.51546,0.51656,0.23767,1.9574,1.82759,2.06396,0.00181982,0.00181982,0.00181982
93,175.013,2.13791,1.78142,2.06438,0.4863,0.58763,0.52656,0.23962,1.88704,1.69402,2.01342,0.00181784,0.00181784,0.00181784
94,176.901,2.21883,1.85105,2.08072,0.5908,0.59794,0.58325,0.26172,1.83922,1.58726,1.97149,0.00181586,0.00181586,0.00181586
95,178.817,2.06548,1.84435,1.98885,0.5908,0.59794,0.58325,0.26172,1.83922,1.58726,1.97149,0.00181388,0.00181388,0.00181388
96,180.84,1.96215,2.03576,1.92991,0.59374,0.62887,0.59238,0.27089,1.87074,1.57092,1.96833,0.0018119,0.0018119,0.0018119
97,182.77,2.02865,1.67096,1.97566,0.53358,0.59794,0.59032,0.28318,1.88013,1.61384,1.96355,0.00180992,0.00180992,0.00180992
98,184.704,2.02171,1.82056,1.94711,0.55237,0.64948,0.59836,0.30806,1.85488,1.61371,1.93511,0.00180794,0.00180794,0.00180794
99,186.644,2.07844,1.7173,1.99567,0.55237,0.64948,0.59836,0.30806,1.85488,1.61371,1.93511,0.00180596,0.00180596,0.00180596
100,188.576,1.99931,1.67296,1.92408,0.54821,0.58763,0.57796,0.28992,1.8823,1.64104,1.96077,0.00180398,0.00180398,0.00180398
101,190.514,1.96085,1.87312,1.88307,0.54298,0.63918,0.56801,0.26329,1.88625,1.6862,1.96315,0.001802,0.001802,0.001802
102,192.396,2.11463,1.74065,2.01147,0.54298,0.63918,0.56801,0.26329,1.88625,1.6862,1.96315,0.00180002,0.00180002,0.00180002
103,194.268,2.14328,1.63389,1.95533,0.5301,0.59316,0.55614,0.25261,1.85778,1.68137,1.94353,0.00179804,0.00179804,0.00179804
104,196.189,2.09197,1.66741,1.96236,0.4509,0.61856,0.47072,0.19046,1.93343,1.78913,1.97134,0.00179606,0.00179606,0.00179606
105,198.079,2.02026,1.64602,1.93771,0.4509,0.61856,0.47072,0.19046,1.93343,1.78913,1.97134,0.00179408,0.00179408,0.00179408
106,199.973,2.06222,1.66167,1.98595,0.48941,0.57732,0.47457,0.20249,1.93548,1.73784,1.97821,0.0017921,0.0017921,0.0017921
107,201.871,2.08238,1.8246,1.89738,0.52325,0.59794,0.53965,0.24192,1.90175,1.62546,1.96669,0.00179012,0.00179012,0.00179012
108,203.737,1.98329,1.80185,1.92854,0.52325,0.59794,0.53965,0.24192,1.90175,1.62546,1.96669,0.00178814,0.00178814,0.00178814
109,205.624,2.07644,1.73796,1.91945,0.69291,0.53504,0.60633,0.29992,1.79154,1.54756,1.91774,0.00178616,0.00178616,0.00178616
110,207.486,1.93469,1.58711,1.90366,0.63182,0.52577,0.61652,0.29996,1.80394,1.5577,1.91988,0.00178418,0.00178418,0.00178418
111,209.339,1.97774,1.65897,1.92472,0.63182,0.52577,0.61652,0.29996,1.80394,1.5577,1.91988,0.0017822,0.0017822,0.0017822
112,211.278,1.9862,1.63537,1.89841,0.62165,0.58763,0.62981,0.32998,1.73345,1.54239,1.87814,0.00178022,0.00178022,0.00178022
113,213.149,1.89275,1.59784,1.89723,0.62632,0.54639,0.63153,0.32983,1.73565,1.52751,1.87503,0.00177824,0.00177824,0.00177824
114,215.106,1.93401,1.56887,1.84222,0.65222,0.52577,0.62378,0.30408,1.76458,1.51635,1.89344,0.00177626,0.00177626,0.00177626
115,217.012,2.00096,1.61827,1.85952,0.65222,0.52577,0.62378,0.30408,1.76458,1.51635,1.89344,0.00177428,0.00177428,0.00177428
116,218.894,1.93428,1.59663,1.87399,0.60224,0.68683,0.60804,0.3039,1.72574,1.50906,1.86661,0.0017723,0.0017723,0.0017723
117,220.764,1.92718,1.59427,1.82131,0.51067,0.6563,0.5296,0.27669,1.73468,1.5666,1.86608,0.00177032,0.00177032,0.00177032
118,222.633,1.98571,1.5743,1.80061,0.51067,0.6563,0.5296,0.27669,1.73468,1.5666,1.86608,0.00176834,0.00176834,0.00176834
119,224.651,2.00081,1.62844,1.8593,0.5632,0.65979,0.60347,0.29016,1.76412,1.56179,1.85987,0.00176636,0.00176636,0.00176636
120,226.554,1.89494,1.56739,1.87028,0.59231,0.6701,0.63612,0.29374,1.76736,1.68278,1.86738,0.00176438,0.00176438,0.00176438
121,228.473,1.83702,1.62993,1.79514,0.59231,0.6701,0.63612,0.29374,1.76736,1.68278,1.86738,0.0017624,0.0017624,0.0017624
122,230.429,1.91287,1.6547,1.83601,0.53277,0.69072,0.63859,0.28235,1.75523,1.77271,1.85342,0.00176042,0.00176042,0.00176042
123,232.316,1.82887,1.57638,1.77587,0.53883,0.68041,0.60133,0.27412,1.82831,1.67338,1.87912,0.00175844,0.00175844,0.00175844
124,234.257,1.78473,1.56859,1.81662,0.53883,0.68041,0.60133,0.27412,1.82831,1.67338,1.87912,0.00175646,0.00175646,0.00175646
125,236.168,1.72991,1.68549,1.75645,0.57631,0.68041,0.62888,0.27174,1.89994,1.6044,1.92476,0.00175448,0.00175448,0.00175448
126,238.047,1.8824,1.61499,1.88554,0.66771,0.61856,0.63475,0.31773,1.75854,1.48177,1.85827,0.0017525,0.0017525,0.0017525
127,239.91,1.86947,1.66187,1.77097,0.66771,0.61856,0.63475,0.31773,1.75854,1.48177,1.85827,0.00175052,0.00175052,0.00175052
128,241.846,1.95788,1.54431,1.86436,0.6845,0.53608,0.63374,0.30034,1.82286,1.51121,1.89528,0.00174854,0.00174854,0.00174854
129,243.701,1.93268,1.61779,1.82373,0.55167,0.72307,0.67067,0.30182,1.85921,1.47758,1.91179,0.00174656,0.00174656,0.00174656
130,245.696,1.94678,1.51703,1.81797,0.69744,0.64165,0.71296,0.34918,1.76804,1.40866,1.84684,0.00174458,0.00174458,0.00174458
131,247.54,1.94978,1.57667,1.82764,0.69744,0.64165,0.71296,0.34918,1.76804,1.40866,1.84684,0.0017426,0.0017426,0.0017426
132,249.431,1.83116,1.50239,1.75165,0.72219,0.59794,0.67867,0.30657,1.85441,1.49145,1.89075,0.00174062,0.00174062,0.00174062
133,251.408,1.83471,1.55173,1.75306,0.69195,0.59794,0.65845,0.29079,1.85591,1.51301,1.89262,0.00173864,0.00173864,0.00173864
134,253.295,1.95964,1.54062,1.80648,0.69195,0.59794,0.65845,0.29079,1.85591,1.51301,1.89262,0.00173666,0.00173666,0.00173666
135,255.199,1.93691,1.52919,1.80385,0.63187,0.63704,0.65022,0.31651,1.75787,1.48289,1.81835,0.00173468,0.00173468,0.00173468
136,257.251,1.75918,1.41995,1.71028,0.58148,0.73051,0.62662,0.30018,1.77446,1.51675,1.86898,0.0017327,0.0017327,0.0017327
137,259.165,1.80505,1.49989,1.77062,0.58148,0.73051,0.62662,0.30018,1.77446,1.51675,1.86898,0.00173072,0.00173072,0.00173072
138,261.12,1.7842,1.44586,1.75128,0.62801,0.72165,0.65473,0.31561,1.72334,1.47303,1.81262,0.00172874,0.00172874,0.00172874
139,263.029,1.80775,1.53254,1.79865,0.61928,0.70103,0.67162,0.301,1.76545,1.43796,1.83066,0.00172676,0.00172676,0.00172676
140,264.923,1.76849,1.42727,1.74866,0.61928,0.70103,0.67162,0.301,1.76545,1.43796,1.83066,0.00172478,0.00172478,0.00172478
141,266.869,1.82923,1.52591,1.72847,0.60494,0.69461,0.70451,0.33068,1.70853,1.38446,1.81082,0.0017228,0.0017228,0.0017228
142,268.796,1.76247,1.40801,1.77985,0.64598,0.69605,0.72059,0.34976,1.75219,1.36372,1.84571,0.00172082,0.00172082,0.00172082
143,270.839,1.7854,1.468,1.738,0.64598,0.69605,0.72059,0.34976,1.75219,1.36372,1.84571,0.00171884,0.00171884,0.00171884
144,272.889,1.7558,1.48298,1.6983,0.67866,0.71853,0.74385,0.35333,1.72846,1.33814,1.82997,0.00171686,0.00171686,0.00171686
145,274.873,1.89613,1.49387,1.79007,0.68676,0.74227,0.75611,0.39492,1.69953,1.31245,1.79865,0.00171488,0.00171488,0.00171488
146,276.811,1.89462,1.46513,1.70259,0.65574,0.75258,0.74323,0.36012,1.76975,1.49801,1.83867,0.0017129,0.0017129,0.0017129
147,278.692,1.70841,1.43521,1.73367,0.65574,0.75258,0.74323,0.36012,1.76975,1.49801,1.83867,0.00171092,0.00171092,0.00171092
148,280.622,1.84026,1.42817,1.7091,0.64908,0.6701,0.68816,0.34037,1.7587,1.57194,1.83381,0.00170894,0.00170894,0.00170894
149,282.487,1.79913,1.39112,1.68624,0.62201,0.78351,0.69191,0.33521,1.75952,1.49622,1.85137,0.00170696,0.00170696,0.00170696
150,284.353,1.86684,1.47013,1.82925,0.62201,0.78351,0.69191,0.33521,1.75952,1.49622,1.85137,0.00170498,0.00170498,0.00170498
151,286.399,1.76981,1.38193,1.70366,0.66628,0.72041,0.71869,0.34659,1.75855,1.43382,1.82556,0.001703,0.001703,0.001703
152,288.374,1.77166,1.44969,1.76067,0.546,0.74227,0.71628,0.32054,1.83225,1.44269,1.86492,0.00170102,0.00170102,0.00170102
153,290.32,1.77837,1.40523,1.74142,0.546,0.74227,0.71628,0.32054,1.83225,1.44269,1.86492,0.00169904,0.00169904,0.00169904
154,292.244,1.78583,1.41215,1.71353,0.69728,0.64948,0.74378,0.35364,1.792,1.40039,1.83222,0.00169706,0.00169706,0.00169706
155,294.211,1.75044,1.44379,1.70886,0.79855,0.61304,0.73959,0.35541,1.71163,1.42122,1.81102,0.00169508,0.00169508,0.00169508
156,296.117,1.73089,1.44051,1.68744,0.79855,0.61304,0.73959,0.35541,1.71163,1.42122,1.81102,0.0016931,0.0016931,0.0016931
157,298.099,1.80223,1.4165,1.69069,0.60712,0.74227,0.68465,0.31056,1.76912,1.43653,1.8628,0.00169112,0.00169112,0.00169112
158,299.989,1.78655,1.49379,1.76449,0.5991,0.67788,0.61814,0.32405,1.72719,1.40173,1.7746,0.00168914,0.00168914,0.00168914
159,301.876,1.87647,1.40528,1.68668,0.5991,0.67788,0.61814,0.32405,1.72719,1.40173,1.7746,0.00168716,0.00168716,0.00168716
160,303.82,1.72146,1.31555,1.60727,0.57117,0.6701,0.58462,0.29997,1.72869,1.45152,1.77672,0.00168518,0.00168518,0.00168518
161,305.733,1.72163,1.44565,1.66633,0.62526,0.72165,0.65125,0.34384,1.71169,1.35509,1.77149,0.0016832,0.0016832,0.0016832
162,307.672,1.72731,1.37943,1.68655,0.73758,0.68041,0.72958,0.38422,1.68056,1.27395,1.77246,0.00168122,0.00168122,0.00168122
163,309.664,1.55331,1.54264,1.5642,0.73758,0.68041,0.72958,0.38422,1.68056,1.27395,1.77246,0.00167924,0.00167924,0.00167924
164,311.605,1.67328,1.36463,1.71387,0.76432,0.6701,0.75193,0.40193,1.70266,1.26669,1.78469,0.00167726,0.00167726,0.00167726
165,313.522,1.74072,1.32983,1.68101,0.67335,0.6701,0.73486,0.38907,1.74814,1.32384,1.79979,0.00167528,0.00167528,0.00167528
166,315.449,1.67466,1.3775,1.60619,0.67335,0.6701,0.73486,0.38907,1.74814,1.32384,1.79979,0.0016733,0.0016733,0.0016733
167,317.377,1.68748,1.37115,1.64537,0.81707,0.53608,0.71298,0.32994,1.80652,1.44944,1.85085,0.00167132,0.00167132,0.00167132
168,319.361,1.67161,1.34984,1.62732,0.77269,0.64948,0.76656,0.39356,1.65705,1.34096,1.72319,0.00166934,0.00166934,0.00166934
169,321.225,1.7026,1.40924,1.70952,0.77269,0.64948,0.76656,0.39356,1.65705,1.34096,1.72319,0.00166736,0.00166736,0.00166736
170,323.148,1.62034,1.32406,1.60226,0.62684,0.762,0.75482,0.41168,1.59429,1.39659,1.69237,0.00166538,0.00166538,0.00166538
171,325.055,1.69045,1.37681,1.63782,0.70045,0.67502,0.75704,0.38543,1.65091,1.39126,1.74886,0.0016634,0.0016634,0.0016634
172,326.94,1.6977,1.29877,1.65141,0.70045,0.67502,0.75704,0.38543,1.65091,1.39126,1.74886,0.00166142,0.00166142,0.00166142
173,328.856,1.68228,1.46593,1.66094,0.71005,0.69072,0.75316,0.38886,1.64974,1.32024,1.76907,0.00165944,0.00165944,0.00165944
174,330.792,1.71045,1.33234,1.67896,0.66209,0.74227,0.76127,0.40506,1.61501,1.27443,1.7411,0.00165746,0.00165746,0.00165746
175,332.643,1.58795,1.35566,1.65165,0.66209,0.74227,0.76127,0.40506,1.61501,1.27443,1.7411,0.00165548,0.00165548,0.00165548
176,334.612,1.65153,1.27832,1.61245,0.69552,0.71134,0.77504,0.4032,1.58848,1.24105,1.70096,0.0016535,0.0016535,0.0016535
177,336.549,1.58461,1.26894,1.57018,0.64117,0.69072,0.7364,0.32993,1.70898,1.35172,1.77642,0.00165152,0.00165152,0.00165152
178,338.512,1.65206,1.31461,1.64905,0.57709,0.79381,0.72029,0.34888,1.66747,1.32699,1.73358,0.00164954,0.00164954,0.00164954
179,340.384,1.55682,1.26812,1.55794,0.57709,0.79381,0.72029,0.34888,1.66747,1.32699,1.73358,0.00164756,0.00164756,0.00164756
180,342.238,1.4655,1.37805,1.53841,0.6279,0.75258,0.71327,0.38748,1.58708,1.32315,1.70232,0.00164558,0.00164558,0.00164558
181,344.107,1.59122,1.35924,1.62786,0.61807,0.75075,0.72342,0.40598,1.55109,1.33791,1.69365,0.0016436,0.0016436,0.0016436
182,345.998,1.65363,1.44976,1.6726,0.61807,0.75075,0.72342,0.40598,1.55109,1.33791,1.69365,0.00164162,0.00164162,0.00164162
183,347.888,1.55632,1.31107,1.54869,0.64199,0.72165,0.74782,0.41596,1.551,1.2724,1.67887,0.00163964,0.00163964,0.00163964
184,349.857,1.60924,1.28305,1.63114,0.68151,0.72165,0.75555,0.4047,1.59866,1.24157,1.70871,0.00163766,0.00163766,0.00163766
185,351.859,1.71484,1.38353,1.58992,0.68151,0.72165,0.75555,0.4047,1.59866,1.24157,1.70871,0.00163568,0.00163568,0.00163568
186,353.81,1.56968,1.37006,1.60688,0.70055,0.74769,0.75624,0.41297,1.59954,1.25142,1.71437,0.0016337,0.0016337,0.0016337
187,355.712,1.58299,1.29999,1.59167,0.76175,0.72165,0.76865,0.42469,1.57472,1.2097,1.69327,0.00163172,0.00163172,0.00163172
